name,address,latitude,longitude
부산해운대마린시티점,"부산광역시 해운대구 마린시티2로 38 (우동, 해운대아이파크)",35.157037795554,129.143328681551
서면지하상가중앙몰점,부산광역시 부산진구 가야대로 지하 777 (부전동) 서면지하상가 중앙몰 J-17호,35.1579590846984,129.056653700821
부산신세계프리미엄아울렛점,부산광역시 기장군 장안읍 정관로 1133,35.3249413082094,129.236072800234
탑마트영도동삼2호점,부산광역시 영도구 동삼로 56 (동삼동),35.0784083246849,129.070791726903
부산연산토곡2호점,부산광역시 연제구 과정로 157 (연산동),35.1854208724831,129.106724510163
부산서면2호점,부산광역시 부산진구 중앙대로 693 (부전동),35.1547841717047,129.058888110326
부산하단2호점,부산광역시 사하구 낙동남로1389번길 1 (하단동),35.1065624536036,128.963468782133
부산화명2호점,부산광역시 북구 금곡대로 208 (화명동),35.2270424412064,129.011660831476
e에브리데이부산반여점,부산광역시 해운대구 선수촌로 65-7 (반여동),35.1995552754463,129.118204017457
GS슈퍼만덕점,부산광역시 북구 덕천로 188 (만덕동),35.2109128711899,129.024787790921
GS슈퍼명장점,부산광역시 동래구 반송로 291 (명장동),35.2063811860231,129.101817964326
GS슈퍼정관신도시점,부산광역시 기장군 정관읍 모전1길 14,35.3354024518041,129.166519366422
괴산점,충청북도 괴산군 괴산읍 읍내로2길 85-1,36.8118108803585,127.794278178267
영동점,충청북도 영동군 영동읍 계산로 41,36.1734281445747,127.781597958333
오창점,충청북도 청주시 청원구 오창읍 중심상업로 30,36.7133454382879,127.430147361105
옥천점,충청북도 옥천군 옥천읍 삼양로 84,36.3035072808527,127.568529373657
음성점,충청북도 음성군 음성읍 시장로 64,36.9335768492999,127.694198365347
증평점,충청북도 증평군 증평읍 중앙로 182,36.7824515277466,127.579804956282
진천점,충청북도 진천군 진천읍 중앙동로 164,36.8640941725686,127.443781520913
충주점,충청북도 충주시 충인2길 1 (충의동),36.973196579822,127.929797206978
광혜원점,충청북도 진천군 광혜원면 중리1길 21,36.9895595431268,127.442728605189
서청주점,충청북도 청주시 흥덕구 2순환로 1060 (비하동),36.6400323338699,127.421852256755
서충주점,충청북도 충주시 중앙탑면 원앙9길 18-2,37.0168519577409,127.825631110571
제천본점,충청북도 제천시 장평천로 1 (강제동),37.1243031743452,128.224525768305
청주본점,충청북도 청주시 상당구 성안로 19-2 (북문로1가),36.634959296933,127.489501895356
음성감곡점,충청북도 음성군 감곡면 장감로 223,37.1144436253645,127.64355523124
음성대소점,충청북도 음성군 대소면 대화길 3,36.96472126026,127.491616440375
음성삼성점,충청북도 음성군 삼성면 덕정로62번길 15-9,37.019168089235,127.499547272158
제천청전점,충청북도 제천시 의림대로 221 (청전동),37.147187346002,128.213974115053
진천덕산점,충청북도 진천군 덕산읍 덕금로 836,36.9131552392557,127.510220419309
청원내수점,충청북도 청주시 청원구 내수읍 내수로 636-1,36.7196262144578,127.530628624316
청주강서점,충청북도 청주시 흥덕구 가로수로1164번길 41-56 (강서동),36.6260693965897,127.429620404587
청주금천점,충청북도 청주시 상당구 중고개로 311 (금천동),36.6291859666624,127.505785489716
청주방서점,충청북도 청주시 상당구 단재로 309 (방서동)[*미고시],36.6027604415665,127.503307768521
